row_id,date,country,store,product,num_sold
15600,15600,2017-11-22,Belgium,KaggleMart,Kaggle Advanced Techniques,361.0
15648,15648,2017-11-23,Belgium,KaggleMart,Kaggle Advanced Techniques,309.0
15696,15696,2017-11-24,Belgium,KaggleMart,Kaggle Advanced Techniques,311.0
15744,15744,2017-11-25,Belgium,KaggleMart,Kaggle Advanced Techniques,413.0
15792,15792,2017-11-26,Belgium,KaggleMart,Kaggle Advanced Techniques,382.0
15840,15840,2017-11-27,Belgium,KaggleMart,Kaggle Advanced Techniques,341.0
15888,15888,2017-11-28,Belgium,KaggleMart,Kaggle Advanced Techniques,343.0
15936,15936,2017-11-29,Belgium,KaggleMart,Kaggle Advanced Techniques,343.0
15984,15984,2017-11-30,Belgium,KaggleMart,Kaggle Advanced Techniques,367.0
16032,16032,2017-12-01,Belgium,KaggleMart,Kaggle Advanced Techniques,336.0
16080,16080,2017-12-02,Belgium,KaggleMart,Kaggle Advanced Techniques,383.0
16128,16128,2017-12-03,Belgium,KaggleMart,Kaggle Advanced Techniques,455.0
16176,16176,2017-12-04,Belgium,KaggleMart,Kaggle Advanced Techniques,342.0
16224,16224,2017-12-05,Belgium,KaggleMart,Kaggle Advanced Techniques,344.0
16272,16272,2017-12-06,Belgium,KaggleMart,Kaggle Advanced Techniques,331.0
16320,16320,2017-12-07,Belgium,KaggleMart,Kaggle Advanced Techniques,338.0
16368,16368,2017-12-08,Belgium,KaggleMart,Kaggle Advanced Techniques,389.0
16416,16416,2017-12-09,Belgium,KaggleMart,Kaggle Advanced Techniques,371.0
16464,16464,2017-12-10,Belgium,KaggleMart,Kaggle Advanced Techniques,443.0
16512,16512,2017-12-11,Belgium,KaggleMart,Kaggle Advanced Techniques,336.0
16560,16560,2017-12-12,Belgium,KaggleMart,Kaggle Advanced Techniques,352.0
16608,16608,2017-12-13,Belgium,KaggleMart,Kaggle Advanced Techniques,373.0
16656,16656,2017-12-14,Belgium,KaggleMart,Kaggle Advanced Techniques,379.0
16704,16704,2017-12-15,Belgium,KaggleMart,Kaggle Advanced Techniques,379.0
16752,16752,2017-12-16,Belgium,KaggleMart,Kaggle Advanced Techniques,398.0
16800,16800,2017-12-17,Belgium,KaggleMart,Kaggle Advanced Techniques,403.0
16848,16848,2017-12-18,Belgium,KaggleMart,Kaggle Advanced Techniques,345.0
16896,16896,2017-12-19,Belgium,KaggleMart,Kaggle Advanced Techniques,383.0
16944,16944,2017-12-20,Belgium,KaggleMart,Kaggle Advanced Techniques,355.0
16992,16992,2017-12-21,Belgium,KaggleMart,Kaggle Advanced Techniques,377.0
17040,17040,2017-12-22,Belgium,KaggleMart,Kaggle Advanced Techniques,393.0
17088,17088,2017-12-23,Belgium,KaggleMart,Kaggle Advanced Techniques,397.0
17136,17136,2017-12-24,Belgium,KaggleMart,Kaggle Advanced Techniques,441.0
17184,17184,2017-12-25,Belgium,KaggleMart,Kaggle Advanced Techniques,385.0
17232,17232,2017-12-26,Belgium,KaggleMart,Kaggle Advanced Techniques,424.0
17280,17280,2017-12-27,Belgium,KaggleMart,Kaggle Advanced Techniques,497.0
17328,17328,2017-12-28,Belgium,KaggleMart,Kaggle Advanced Techniques,430.93548387096774
17376,17376,2017-12-29,Belgium,KaggleMart,Kaggle Advanced Techniques,430.93548387096774
17424,17424,2017-12-30,Belgium,KaggleMart,Kaggle Advanced Techniques,430.93548387096774
17472,17472,2017-12-31,Belgium,KaggleMart,Kaggle Advanced Techniques,430.93548387096774
17520,17520,2018-01-01,Belgium,KaggleMart,Kaggle Advanced Techniques,517.0
17568,17568,2018-01-02,Belgium,KaggleMart,Kaggle Advanced Techniques,537.0
17616,17616,2018-01-03,Belgium,KaggleMart,Kaggle Advanced Techniques,454.0
17664,17664,2018-01-04,Belgium,KaggleMart,Kaggle Advanced Techniques,419.0
17712,17712,2018-01-05,Belgium,KaggleMart,Kaggle Advanced Techniques,524.0
17760,17760,2018-01-06,Belgium,KaggleMart,Kaggle Advanced Techniques,449.2096774193548
17808,17808,2018-01-07,Belgium,KaggleMart,Kaggle Advanced Techniques,511.0
17856,17856,2018-01-08,Belgium,KaggleMart,Kaggle Advanced Techniques,435.0
17904,17904,2018-01-09,Belgium,KaggleMart,Kaggle Advanced Techniques,435.0
17952,17952,2018-01-10,Belgium,KaggleMart,Kaggle Advanced Techniques,421.0
18000,18000,2018-01-11,Belgium,KaggleMart,Kaggle Advanced Techniques,437.0
18048,18048,2018-01-12,Belgium,KaggleMart,Kaggle Advanced Techniques,406.0
18096,18096,2018-01-13,Belgium,KaggleMart,Kaggle Advanced Techniques,500.0
18144,18144,2018-01-14,Belgium,KaggleMart,Kaggle Advanced Techniques,513.0
18192,18192,2018-01-15,Belgium,KaggleMart,Kaggle Advanced Techniques,434.0
18240,18240,2018-01-16,Belgium,KaggleMart,Kaggle Advanced Techniques,448.0
18288,18288,2018-01-17,Belgium,KaggleMart,Kaggle Advanced Techniques,403.0
18336,18336,2018-01-18,Belgium,KaggleMart,Kaggle Advanced Techniques,403.0
18384,18384,2018-01-19,Belgium,KaggleMart,Kaggle Advanced Techniques,452.0
18432,18432,2018-01-20,Belgium,KaggleMart,Kaggle Advanced Techniques,464.0
18480,18480,2018-01-21,Belgium,KaggleMart,Kaggle Advanced Techniques,521.0
18528,18528,2018-01-22,Belgium,KaggleMart,Kaggle Advanced Techniques,437.0
18576,18576,2018-01-23,Belgium,KaggleMart,Kaggle Advanced Techniques,418.0
18624,18624,2018-01-24,Belgium,KaggleMart,Kaggle Advanced Techniques,407.0
18672,18672,2018-01-25,Belgium,KaggleMart,Kaggle Advanced Techniques,413.0
18720,18720,2018-01-26,Belgium,KaggleMart,Kaggle Advanced Techniques,459.0
18768,18768,2018-01-27,Belgium,KaggleMart,Kaggle Advanced Techniques,539.0
18816,18816,2018-01-28,Belgium,KaggleMart,Kaggle Advanced Techniques,449.2096774193548
18864,18864,2018-01-29,Belgium,KaggleMart,Kaggle Advanced Techniques,466.0
18912,18912,2018-01-30,Belgium,KaggleMart,Kaggle Advanced Techniques,441.0
18960,18960,2018-01-31,Belgium,KaggleMart,Kaggle Advanced Techniques,439.0
19008,19008,2018-02-01,Belgium,KaggleMart,Kaggle Advanced Techniques,456.0
19056,19056,2018-02-02,Belgium,KaggleMart,Kaggle Advanced Techniques,439.0
19104,19104,2018-02-03,Belgium,KaggleMart,Kaggle Advanced Techniques,573.0
19152,19152,2018-02-04,Belgium,KaggleMart,Kaggle Advanced Techniques,565.0
19200,19200,2018-02-05,Belgium,KaggleMart,Kaggle Advanced Techniques,454.0
19248,19248,2018-02-06,Belgium,KaggleMart,Kaggle Advanced Techniques,473.0
19296,19296,2018-02-07,Belgium,KaggleMart,Kaggle Advanced Techniques,438.0
19344,19344,2018-02-08,Belgium,KaggleMart,Kaggle Advanced Techniques,467.0
19392,19392,2018-02-09,Belgium,KaggleMart,Kaggle Advanced Techniques,465.0
19440,19440,2018-02-10,Belgium,KaggleMart,Kaggle Advanced Techniques,496.0
19488,19488,2018-02-11,Belgium,KaggleMart,Kaggle Advanced Techniques,530.0
19536,19536,2018-02-12,Belgium,KaggleMart,Kaggle Advanced Techniques,439.0
19584,19584,2018-02-13,Belgium,KaggleMart,Kaggle Advanced Techniques,438.0
19632,19632,2018-02-14,Belgium,KaggleMart,Kaggle Advanced Techniques,473.0
19680,19680,2018-02-15,Belgium,KaggleMart,Kaggle Advanced Techniques,440.0
19728,19728,2018-02-16,Belgium,KaggleMart,Kaggle Advanced Techniques,461.0
19776,19776,2018-02-17,Belgium,KaggleMart,Kaggle Advanced Techniques,518.0
19824,19824,2018-02-18,Belgium,KaggleMart,Kaggle Advanced Techniques,514.0
19872,19872,2018-02-19,Belgium,KaggleMart,Kaggle Advanced Techniques,450.0
19920,19920,2018-02-20,Belgium,KaggleMart,Kaggle Advanced Techniques,485.0
19968,19968,2018-02-21,Belgium,KaggleMart,Kaggle Advanced Techniques,468.0
20016,20016,2018-02-22,Belgium,KaggleMart,Kaggle Advanced Techniques,452.0
20064,20064,2018-02-23,Belgium,KaggleMart,Kaggle Advanced Techniques,488.0
20112,20112,2018-02-24,Belgium,KaggleMart,Kaggle Advanced Techniques,563.0
20160,20160,2018-02-25,Belgium,KaggleMart,Kaggle Advanced Techniques,576.0
20208,20208,2018-02-26,Belgium,KaggleMart,Kaggle Advanced Techniques,484.0
20256,20256,2018-02-27,Belgium,KaggleMart,Kaggle Advanced Techniques,492.0
20304,20304,2018-02-28,Belgium,KaggleMart,Kaggle Advanced Techniques,469.0
20352,20352,2018-03-01,Belgium,KaggleMart,Kaggle Advanced Techniques,487.0
20400,20400,2018-03-02,Belgium,KaggleMart,Kaggle Advanced Techniques,526.0
20448,20448,2018-03-03,Belgium,KaggleMart,Kaggle Advanced Techniques,528.0
20496,20496,2018-03-04,Belgium,KaggleMart,Kaggle Advanced Techniques,620.0
20544,20544,2018-03-05,Belgium,KaggleMart,Kaggle Advanced Techniques,490.0
20592,20592,2018-03-06,Belgium,KaggleMart,Kaggle Advanced Techniques,462.0
20640,20640,2018-03-07,Belgium,KaggleMart,Kaggle Advanced Techniques,472.0
20688,20688,2018-03-08,Belgium,KaggleMart,Kaggle Advanced Techniques,480.0
20736,20736,2018-03-09,Belgium,KaggleMart,Kaggle Advanced Techniques,531.0
20784,20784,2018-03-10,Belgium,KaggleMart,Kaggle Advanced Techniques,580.0
20832,20832,2018-03-11,Belgium,KaggleMart,Kaggle Advanced Techniques,537.0
20880,20880,2018-03-12,Belgium,KaggleMart,Kaggle Advanced Techniques,494.0
20928,20928,2018-03-13,Belgium,KaggleMart,Kaggle Advanced Techniques,464.0
20976,20976,2018-03-14,Belgium,KaggleMart,Kaggle Advanced Techniques,473.0
21024,21024,2018-03-15,Belgium,KaggleMart,Kaggle Advanced Techniques,504.0
21072,21072,2018-03-16,Belgium,KaggleMart,Kaggle Advanced Techniques,491.0
21120,21120,2018-03-17,Belgium,KaggleMart,Kaggle Advanced Techniques,515.0
21168,21168,2018-03-18,Belgium,KaggleMart,Kaggle Advanced Techniques,620.0
21216,21216,2018-03-19,Belgium,KaggleMart,Kaggle Advanced Techniques,470.0
21264,21264,2018-03-20,Belgium,KaggleMart,Kaggle Advanced Techniques,554.0
21312,21312,2018-03-21,Belgium,KaggleMart,Kaggle Advanced Techniques,492.0
21360,21360,2018-03-22,Belgium,KaggleMart,Kaggle Advanced Techniques,494.0
21408,21408,2018-03-23,Belgium,KaggleMart,Kaggle Advanced Techniques,519.0
21456,21456,2018-03-24,Belgium,KaggleMart,Kaggle Advanced Techniques,586.0
21504,21504,2018-03-25,Belgium,KaggleMart,Kaggle Advanced Techniques,536.0
21552,21552,2018-03-26,Belgium,KaggleMart,Kaggle Advanced Techniques,512.0
21600,21600,2018-03-27,Belgium,KaggleMart,Kaggle Advanced Techniques,502.0
21648,21648,2018-03-28,Belgium,KaggleMart,Kaggle Advanced Techniques,531.0
21696,21696,2018-03-29,Belgium,KaggleMart,Kaggle Advanced Techniques,465.0
21744,21744,2018-03-30,Belgium,KaggleMart,Kaggle Advanced Techniques,527.0
21792,21792,2018-03-31,Belgium,KaggleMart,Kaggle Advanced Techniques,532.0
21840,21840,2018-04-01,Belgium,KaggleMart,Kaggle Advanced Techniques,506.0
21888,21888,2018-04-02,Belgium,KaggleMart,Kaggle Advanced Techniques,528.0
21936,21936,2018-04-03,Belgium,KaggleMart,Kaggle Advanced Techniques,476.0
21984,21984,2018-04-04,Belgium,KaggleMart,Kaggle Advanced Techniques,541.0
22032,22032,2018-04-05,Belgium,KaggleMart,Kaggle Advanced Techniques,510.0
22080,22080,2018-04-06,Belgium,KaggleMart,Kaggle Advanced Techniques,580.0
22128,22128,2018-04-07,Belgium,KaggleMart,Kaggle Advanced Techniques,639.0
22176,22176,2018-04-08,Belgium,KaggleMart,Kaggle Advanced Techniques,702.0
22224,22224,2018-04-09,Belgium,KaggleMart,Kaggle Advanced Techniques,525.0
22272,22272,2018-04-10,Belgium,KaggleMart,Kaggle Advanced Techniques,483.0
22320,22320,2018-04-11,Belgium,KaggleMart,Kaggle Advanced Techniques,449.0
22368,22368,2018-04-12,Belgium,KaggleMart,Kaggle Advanced Techniques,443.0
22416,22416,2018-04-13,Belgium,KaggleMart,Kaggle Advanced Techniques,568.0
22464,22464,2018-04-14,Belgium,KaggleMart,Kaggle Advanced Techniques,525.0
22512,22512,2018-04-15,Belgium,KaggleMart,Kaggle Advanced Techniques,599.0
22560,22560,2018-04-16,Belgium,KaggleMart,Kaggle Advanced Techniques,467.0
22608,22608,2018-04-17,Belgium,KaggleMart,Kaggle Advanced Techniques,530.0
22656,22656,2018-04-18,Belgium,KaggleMart,Kaggle Advanced Techniques,501.0
22704,22704,2018-04-19,Belgium,KaggleMart,Kaggle Advanced Techniques,545.0
22752,22752,2018-04-20,Belgium,KaggleMart,Kaggle Advanced Techniques,508.0
22800,22800,2018-04-21,Belgium,KaggleMart,Kaggle Advanced Techniques,530.0
22848,22848,2018-04-22,Belgium,KaggleMart,Kaggle Advanced Techniques,627.0
22896,22896,2018-04-23,Belgium,KaggleMart,Kaggle Advanced Techniques,468.0
22944,22944,2018-04-24,Belgium,KaggleMart,Kaggle Advanced Techniques,457.0
22992,22992,2018-04-25,Belgium,KaggleMart,Kaggle Advanced Techniques,442.0
23040,23040,2018-04-26,Belgium,KaggleMart,Kaggle Advanced Techniques,469.0
23088,23088,2018-04-27,Belgium,KaggleMart,Kaggle Advanced Techniques,503.0
23136,23136,2018-04-28,Belgium,KaggleMart,Kaggle Advanced Techniques,584.0
23184,23184,2018-04-29,Belgium,KaggleMart,Kaggle Advanced Techniques,578.0
23232,23232,2018-04-30,Belgium,KaggleMart,Kaggle Advanced Techniques,464.0
23280,23280,2018-05-01,Belgium,KaggleMart,Kaggle Advanced Techniques,457.0
23328,23328,2018-05-02,Belgium,KaggleMart,Kaggle Advanced Techniques,518.0
23376,23376,2018-05-03,Belgium,KaggleMart,Kaggle Advanced Techniques,534.0
23424,23424,2018-05-04,Belgium,KaggleMart,Kaggle Advanced Techniques,537.0
23472,23472,2018-05-05,Belgium,KaggleMart,Kaggle Advanced Techniques,597.0
23520,23520,2018-05-06,Belgium,KaggleMart,Kaggle Advanced Techniques,638.0
23568,23568,2018-05-07,Belgium,KaggleMart,Kaggle Advanced Techniques,551.0
23616,23616,2018-05-08,Belgium,KaggleMart,Kaggle Advanced Techniques,443.0
23664,23664,2018-05-09,Belgium,KaggleMart,Kaggle Advanced Techniques,502.0
23712,23712,2018-05-10,Belgium,KaggleMart,Kaggle Advanced Techniques,459.0
23760,23760,2018-05-11,Belgium,KaggleMart,Kaggle Advanced Techniques,486.0
23808,23808,2018-05-12,Belgium,KaggleMart,Kaggle Advanced Techniques,526.0
23856,23856,2018-05-13,Belgium,KaggleMart,Kaggle Advanced Techniques,570.0
23904,23904,2018-05-14,Belgium,KaggleMart,Kaggle Advanced Techniques,522.0
23952,23952,2018-05-15,Belgium,KaggleMart,Kaggle Advanced Techniques,478.0
24000,24000,2018-05-16,Belgium,KaggleMart,Kaggle Advanced Techniques,535.0
24048,24048,2018-05-17,Belgium,KaggleMart,Kaggle Advanced Techniques,510.0
24096,24096,2018-05-18,Belgium,KaggleMart,Kaggle Advanced Techniques,517.0
24144,24144,2018-05-19,Belgium,KaggleMart,Kaggle Advanced Techniques,550.0
24192,24192,2018-05-20,Belgium,KaggleMart,Kaggle Advanced Techniques,535.0
24240,24240,2018-05-21,Belgium,KaggleMart,Kaggle Advanced Techniques,452.0
24288,24288,2018-05-22,Belgium,KaggleMart,Kaggle Advanced Techniques,498.0
24336,24336,2018-05-23,Belgium,KaggleMart,Kaggle Advanced Techniques,484.0
24384,24384,2018-05-24,Belgium,KaggleMart,Kaggle Advanced Techniques,483.0
24432,24432,2018-05-25,Belgium,KaggleMart,Kaggle Advanced Techniques,567.0
24480,24480,2018-05-26,Belgium,KaggleMart,Kaggle Advanced Techniques,570.0
24528,24528,2018-05-27,Belgium,KaggleMart,Kaggle Advanced Techniques,662.0
24576,24576,2018-05-28,Belgium,KaggleMart,Kaggle Advanced Techniques,494.0
24624,24624,2018-05-29,Belgium,KaggleMart,Kaggle Advanced Techniques,430.0
24672,24672,2018-05-30,Belgium,KaggleMart,Kaggle Advanced Techniques,425.0
24720,24720,2018-05-31,Belgium,KaggleMart,Kaggle Advanced Techniques,481.0
24768,24768,2018-06-01,Belgium,KaggleMart,Kaggle Advanced Techniques,515.0
24816,24816,2018-06-02,Belgium,KaggleMart,Kaggle Advanced Techniques,544.0
24864,24864,2018-06-03,Belgium,KaggleMart,Kaggle Advanced Techniques,479.0
24912,24912,2018-06-04,Belgium,KaggleMart,Kaggle Advanced Techniques,406.0
24960,24960,2018-06-05,Belgium,KaggleMart,Kaggle Advanced Techniques,428.0
25008,25008,2018-06-06,Belgium,KaggleMart,Kaggle Advanced Techniques,417.0
25056,25056,2018-06-07,Belgium,KaggleMart,Kaggle Advanced Techniques,442.0
25104,25104,2018-06-08,Belgium,KaggleMart,Kaggle Advanced Techniques,449.0
25152,25152,2018-06-09,Belgium,KaggleMart,Kaggle Advanced Techniques,541.0
25200,25200,2018-06-10,Belgium,KaggleMart,Kaggle Advanced Techniques,469.0
25248,25248,2018-06-11,Belgium,KaggleMart,Kaggle Advanced Techniques,453.0
25296,25296,2018-06-12,Belgium,KaggleMart,Kaggle Advanced Techniques,436.0
25344,25344,2018-06-13,Belgium,KaggleMart,Kaggle Advanced Techniques,434.0
25392,25392,2018-06-14,Belgium,KaggleMart,Kaggle Advanced Techniques,444.0
25440,25440,2018-06-15,Belgium,KaggleMart,Kaggle Advanced Techniques,455.0
25488,25488,2018-06-16,Belgium,KaggleMart,Kaggle Advanced Techniques,538.0
25536,25536,2018-06-17,Belgium,KaggleMart,Kaggle Advanced Techniques,505.0
25584,25584,2018-06-18,Belgium,KaggleMart,Kaggle Advanced Techniques,394.0
25632,25632,2018-06-19,Belgium,KaggleMart,Kaggle Advanced Techniques,418.0
25680,25680,2018-06-20,Belgium,KaggleMart,Kaggle Advanced Techniques,402.0
25728,25728,2018-06-21,Belgium,KaggleMart,Kaggle Advanced Techniques,435.0
25776,25776,2018-06-22,Belgium,KaggleMart,Kaggle Advanced Techniques,479.0
25824,25824,2018-06-23,Belgium,KaggleMart,Kaggle Advanced Techniques,480.0
25872,25872,2018-06-24,Belgium,KaggleMart,Kaggle Advanced Techniques,564.0
25920,25920,2018-06-25,Belgium,KaggleMart,Kaggle Advanced Techniques,397.0
25968,25968,2018-06-26,Belgium,KaggleMart,Kaggle Advanced Techniques,424.0
26016,26016,2018-06-27,Belgium,KaggleMart,Kaggle Advanced Techniques,412.0
26064,26064,2018-06-28,Belgium,KaggleMart,Kaggle Advanced Techniques,379.0
26112,26112,2018-06-29,Belgium,KaggleMart,Kaggle Advanced Techniques,441.0
26160,26160,2018-06-30,Belgium,KaggleMart,Kaggle Advanced Techniques,469.0
26208,26208,2018-07-01,Belgium,KaggleMart,Kaggle Advanced Techniques,478.0
26256,26256,2018-07-02,Belgium,KaggleMart,Kaggle Advanced Techniques,435.0
26304,26304,2018-07-03,Belgium,KaggleMart,Kaggle Advanced Techniques,374.0
26352,26352,2018-07-04,Belgium,KaggleMart,Kaggle Advanced Techniques,390.0
26400,26400,2018-07-05,Belgium,KaggleMart,Kaggle Advanced Techniques,402.0
26448,26448,2018-07-06,Belgium,KaggleMart,Kaggle Advanced Techniques,435.0
26496,26496,2018-07-07,Belgium,KaggleMart,Kaggle Advanced Techniques,439.0
26544,26544,2018-07-08,Belgium,KaggleMart,Kaggle Advanced Techniques,455.0
26592,26592,2018-07-09,Belgium,KaggleMart,Kaggle Advanced Techniques,390.0
26640,26640,2018-07-10,Belgium,KaggleMart,Kaggle Advanced Techniques,350.0
26688,26688,2018-07-11,Belgium,KaggleMart,Kaggle Advanced Techniques,397.0
26736,26736,2018-07-12,Belgium,KaggleMart,Kaggle Advanced Techniques,393.0
26784,26784,2018-07-13,Belgium,KaggleMart,Kaggle Advanced Techniques,394.0
26832,26832,2018-07-14,Belgium,KaggleMart,Kaggle Advanced Techniques,455.0
26880,26880,2018-07-15,Belgium,KaggleMart,Kaggle Advanced Techniques,450.0
26928,26928,2018-07-16,Belgium,KaggleMart,Kaggle Advanced Techniques,388.0
26976,26976,2018-07-17,Belgium,KaggleMart,Kaggle Advanced Techniques,388.0
27024,27024,2018-07-18,Belgium,KaggleMart,Kaggle Advanced Techniques,389.0
27072,27072,2018-07-19,Belgium,KaggleMart,Kaggle Advanced Techniques,356.0
27120,27120,2018-07-20,Belgium,KaggleMart,Kaggle Advanced Techniques,379.0
27168,27168,2018-07-21,Belgium,KaggleMart,Kaggle Advanced Techniques,444.0
27216,27216,2018-07-22,Belgium,KaggleMart,Kaggle Advanced Techniques,465.0
27264,27264,2018-07-23,Belgium,KaggleMart,Kaggle Advanced Techniques,427.0
27312,27312,2018-07-24,Belgium,KaggleMart,Kaggle Advanced Techniques,411.0
27360,27360,2018-07-25,Belgium,KaggleMart,Kaggle Advanced Techniques,404.0
27408,27408,2018-07-26,Belgium,KaggleMart,Kaggle Advanced Techniques,408.0
27456,27456,2018-07-27,Belgium,KaggleMart,Kaggle Advanced Techniques,425.0
27504,27504,2018-07-28,Belgium,KaggleMart,Kaggle Advanced Techniques,391.0
27552,27552,2018-07-29,Belgium,KaggleMart,Kaggle Advanced Techniques,443.0
27600,27600,2018-07-30,Belgium,KaggleMart,Kaggle Advanced Techniques,401.0
27648,27648,2018-07-31,Belgium,KaggleMart,Kaggle Advanced Techniques,354.0
27696,27696,2018-08-01,Belgium,KaggleMart,Kaggle Advanced Techniques,361.0
27744,27744,2018-08-02,Belgium,KaggleMart,Kaggle Advanced Techniques,365.0
27792,27792,2018-08-03,Belgium,KaggleMart,Kaggle Advanced Techniques,401.0
27840,27840,2018-08-04,Belgium,KaggleMart,Kaggle Advanced Techniques,444.0
27888,27888,2018-08-05,Belgium,KaggleMart,Kaggle Advanced Techniques,429.0
27936,27936,2018-08-06,Belgium,KaggleMart,Kaggle Advanced Techniques,369.0
27984,27984,2018-08-07,Belgium,KaggleMart,Kaggle Advanced Techniques,366.0
28032,28032,2018-08-08,Belgium,KaggleMart,Kaggle Advanced Techniques,365.0
28080,28080,2018-08-09,Belgium,KaggleMart,Kaggle Advanced Techniques,345.0
28128,28128,2018-08-10,Belgium,KaggleMart,Kaggle Advanced Techniques,387.0
28176,28176,2018-08-11,Belgium,KaggleMart,Kaggle Advanced Techniques,394.0
28224,28224,2018-08-12,Belgium,KaggleMart,Kaggle Advanced Techniques,415.0
28272,28272,2018-08-13,Belgium,KaggleMart,Kaggle Advanced Techniques,340.0
28320,28320,2018-08-14,Belgium,KaggleMart,Kaggle Advanced Techniques,361.0
28368,28368,2018-08-15,Belgium,KaggleMart,Kaggle Advanced Techniques,317.0
28416,28416,2018-08-16,Belgium,KaggleMart,Kaggle Advanced Techniques,362.0
28464,28464,2018-08-17,Belgium,KaggleMart,Kaggle Advanced Techniques,373.0
28512,28512,2018-08-18,Belgium,KaggleMart,Kaggle Advanced Techniques,415.0
28560,28560,2018-08-19,Belgium,KaggleMart,Kaggle Advanced Techniques,491.0
28608,28608,2018-08-20,Belgium,KaggleMart,Kaggle Advanced Techniques,376.0
28656,28656,2018-08-21,Belgium,KaggleMart,Kaggle Advanced Techniques,377.0
28704,28704,2018-08-22,Belgium,KaggleMart,Kaggle Advanced Techniques,308.0
28752,28752,2018-08-23,Belgium,KaggleMart,Kaggle Advanced Techniques,347.0
28800,28800,2018-08-24,Belgium,KaggleMart,Kaggle Advanced Techniques,340.0
28848,28848,2018-08-25,Belgium,KaggleMart,Kaggle Advanced Techniques,410.0
28896,28896,2018-08-26,Belgium,KaggleMart,Kaggle Advanced Techniques,455.0
28944,28944,2018-08-27,Belgium,KaggleMart,Kaggle Advanced Techniques,330.0
28992,28992,2018-08-28,Belgium,KaggleMart,Kaggle Advanced Techniques,314.0
29040,29040,2018-08-29,Belgium,KaggleMart,Kaggle Advanced Techniques,320.0
29088,29088,2018-08-30,Belgium,KaggleMart,Kaggle Advanced Techniques,345.0
29136,29136,2018-08-31,Belgium,KaggleMart,Kaggle Advanced Techniques,334.0
29184,29184,2018-09-01,Belgium,KaggleMart,Kaggle Advanced Techniques,385.0
29232,29232,2018-09-02,Belgium,KaggleMart,Kaggle Advanced Techniques,365.0
29280,29280,2018-09-03,Belgium,KaggleMart,Kaggle Advanced Techniques,326.0
29328,29328,2018-09-04,Belgium,KaggleMart,Kaggle Advanced Techniques,318.0
29376,29376,2018-09-05,Belgium,KaggleMart,Kaggle Advanced Techniques,318.0
29424,29424,2018-09-06,Belgium,KaggleMart,Kaggle Advanced Techniques,317.0
29472,29472,2018-09-07,Belgium,KaggleMart,Kaggle Advanced Techniques,331.0
29520,29520,2018-09-08,Belgium,KaggleMart,Kaggle Advanced Techniques,343.0
29568,29568,2018-09-09,Belgium,KaggleMart,Kaggle Advanced Techniques,361.0
29616,29616,2018-09-10,Belgium,KaggleMart,Kaggle Advanced Techniques,311.0
29664,29664,2018-09-11,Belgium,KaggleMart,Kaggle Advanced Techniques,333.0
29712,29712,2018-09-12,Belgium,KaggleMart,Kaggle Advanced Techniques,310.0
29760,29760,2018-09-13,Belgium,KaggleMart,Kaggle Advanced Techniques,314.0
29808,29808,2018-09-14,Belgium,KaggleMart,Kaggle Advanced Techniques,327.0
29856,29856,2018-09-15,Belgium,KaggleMart,Kaggle Advanced Techniques,336.0
29904,29904,2018-09-16,Belgium,KaggleMart,Kaggle Advanced Techniques,379.0
29952,29952,2018-09-17,Belgium,KaggleMart,Kaggle Advanced Techniques,332.0
30000,30000,2018-09-18,Belgium,KaggleMart,Kaggle Advanced Techniques,299.0
30048,30048,2018-09-19,Belgium,KaggleMart,Kaggle Advanced Techniques,317.0
30096,30096,2018-09-20,Belgium,KaggleMart,Kaggle Advanced Techniques,299.0
30144,30144,2018-09-21,Belgium,KaggleMart,Kaggle Advanced Techniques,331.0
30192,30192,2018-09-22,Belgium,KaggleMart,Kaggle Advanced Techniques,376.0
30240,30240,2018-09-23,Belgium,KaggleMart,Kaggle Advanced Techniques,387.0
30288,30288,2018-09-24,Belgium,KaggleMart,Kaggle Advanced Techniques,299.0
30336,30336,2018-09-25,Belgium,KaggleMart,Kaggle Advanced Techniques,319.0
30384,30384,2018-09-26,Belgium,KaggleMart,Kaggle Advanced Techniques,303.0
30432,30432,2018-09-27,Belgium,KaggleMart,Kaggle Advanced Techniques,317.0
30480,30480,2018-09-28,Belgium,KaggleMart,Kaggle Advanced Techniques,325.0
30528,30528,2018-09-29,Belgium,KaggleMart,Kaggle Advanced Techniques,355.0
30576,30576,2018-09-30,Belgium,KaggleMart,Kaggle Advanced Techniques,351.0
30624,30624,2018-10-01,Belgium,KaggleMart,Kaggle Advanced Techniques,333.0
30672,30672,2018-10-02,Belgium,KaggleMart,Kaggle Advanced Techniques,294.0
30720,30720,2018-10-03,Belgium,KaggleMart,Kaggle Advanced Techniques,317.0
30768,30768,2018-10-04,Belgium,KaggleMart,Kaggle Advanced Techniques,346.0
30816,30816,2018-10-05,Belgium,KaggleMart,Kaggle Advanced Techniques,314.0
30864,30864,2018-10-06,Belgium,KaggleMart,Kaggle Advanced Techniques,404.0
30912,30912,2018-10-07,Belgium,KaggleMart,Kaggle Advanced Techniques,327.0
30960,30960,2018-10-08,Belgium,KaggleMart,Kaggle Advanced Techniques,314.0
31008,31008,2018-10-09,Belgium,KaggleMart,Kaggle Advanced Techniques,341.0
31056,31056,2018-10-10,Belgium,KaggleMart,Kaggle Advanced Techniques,328.0
31104,31104,2018-10-11,Belgium,KaggleMart,Kaggle Advanced Techniques,314.0
