0,mark,prod,date
687,357.47012,KaggleMart,Kaggle Advanced Techniques,2020-11-17
688,358.70398,KaggleMart,Kaggle Advanced Techniques,2020-11-18
689,359.96344,KaggleMart,Kaggle Advanced Techniques,2020-11-19
690,361.24908,KaggleMart,Kaggle Advanced Techniques,2020-11-20
691,362.56058,KaggleMart,Kaggle Advanced Techniques,2020-11-21
692,363.89737,KaggleMart,Kaggle Advanced Techniques,2020-11-22
693,365.2587,KaggleMart,Kaggle Advanced Techniques,2020-11-23
694,366.62143,KaggleMart,Kaggle Advanced Techniques,2020-11-24
695,367.96512,KaggleMart,Kaggle Advanced Techniques,2020-11-25
696,369.28918,KaggleMart,Kaggle Advanced Techniques,2020-11-26
697,370.5924,KaggleMart,Kaggle Advanced Techniques,2020-11-27
698,371.87396,KaggleMart,Kaggle Advanced Techniques,2020-11-28
699,373.13278,KaggleMart,Kaggle Advanced Techniques,2020-11-29
700,374.37244,KaggleMart,Kaggle Advanced Techniques,2020-11-30
701,375.5903,KaggleMart,Kaggle Advanced Techniques,2020-12-01
702,377.14453,KaggleMart,Kaggle Advanced Techniques,2020-12-02
703,378.60413,KaggleMart,Kaggle Advanced Techniques,2020-12-03
704,380.04337,KaggleMart,Kaggle Advanced Techniques,2020-12-04
705,381.47192,KaggleMart,Kaggle Advanced Techniques,2020-12-05
706,382.89786,KaggleMart,Kaggle Advanced Techniques,2020-12-06
707,384.32632,KaggleMart,Kaggle Advanced Techniques,2020-12-07
708,385.76376,KaggleMart,Kaggle Advanced Techniques,2020-12-08
709,387.20868,KaggleMart,Kaggle Advanced Techniques,2020-12-09
710,388.66037,KaggleMart,Kaggle Advanced Techniques,2020-12-10
711,390.1237,KaggleMart,Kaggle Advanced Techniques,2020-12-11
712,391.59186,KaggleMart,Kaggle Advanced Techniques,2020-12-12
713,393.06787,KaggleMart,Kaggle Advanced Techniques,2020-12-13
714,394.55212,KaggleMart,Kaggle Advanced Techniques,2020-12-14
715,396.0518,KaggleMart,Kaggle Advanced Techniques,2020-12-15
716,397.5628,KaggleMart,Kaggle Advanced Techniques,2020-12-16
717,399.08438,KaggleMart,Kaggle Advanced Techniques,2020-12-17
718,400.61423,KaggleMart,Kaggle Advanced Techniques,2020-12-18
719,402.1622,KaggleMart,Kaggle Advanced Techniques,2020-12-19
720,403.71783,KaggleMart,Kaggle Advanced Techniques,2020-12-20
721,405.29074,KaggleMart,Kaggle Advanced Techniques,2020-12-21
722,406.87134,KaggleMart,Kaggle Advanced Techniques,2020-12-22
723,408.46405,KaggleMart,Kaggle Advanced Techniques,2020-12-23
724,410.06863,KaggleMart,Kaggle Advanced Techniques,2020-12-24
725,411.69446,KaggleMart,Kaggle Advanced Techniques,2020-12-25
726,413.33618,KaggleMart,Kaggle Advanced Techniques,2020-12-26
727,414.99423,KaggleMart,Kaggle Advanced Techniques,2020-12-27
728,416.67014,KaggleMart,Kaggle Advanced Techniques,2020-12-28
729,418.35895,KaggleMart,Kaggle Advanced Techniques,2020-12-29
730,420.05872,KaggleMart,Kaggle Advanced Techniques,2020-12-30
731,421.77667,KaggleMart,Kaggle Advanced Techniques,2020-12-31
732,321.994,KaggleMart,Kaggle Getting Started,2020-01-01
733,320.80115,KaggleMart,Kaggle Getting Started,2020-01-02
734,320.56122,KaggleMart,Kaggle Getting Started,2020-01-03
735,320.1602,KaggleMart,Kaggle Getting Started,2020-01-04
736,319.59302,KaggleMart,Kaggle Getting Started,2020-01-05
737,318.95718,KaggleMart,Kaggle Getting Started,2020-01-06
738,318.29916,KaggleMart,Kaggle Getting Started,2020-01-07
739,317.63693,KaggleMart,Kaggle Getting Started,2020-01-08
740,316.98184,KaggleMart,Kaggle Getting Started,2020-01-09
741,316.3384,KaggleMart,Kaggle Getting Started,2020-01-10
742,315.70575,KaggleMart,Kaggle Getting Started,2020-01-11
743,315.0842,KaggleMart,Kaggle Getting Started,2020-01-12
744,314.46817,KaggleMart,Kaggle Getting Started,2020-01-13
745,313.835,KaggleMart,Kaggle Getting Started,2020-01-14
746,313.20328,KaggleMart,Kaggle Getting Started,2020-01-15
747,312.57712,KaggleMart,Kaggle Getting Started,2020-01-16
748,311.957,KaggleMart,Kaggle Getting Started,2020-01-17
749,311.34174,KaggleMart,Kaggle Getting Started,2020-01-18
750,310.7307,KaggleMart,Kaggle Getting Started,2020-01-19
751,310.12357,KaggleMart,Kaggle Getting Started,2020-01-20
752,309.52786,KaggleMart,Kaggle Getting Started,2020-01-21
753,308.94577,KaggleMart,Kaggle Getting Started,2020-01-22
754,308.38354,KaggleMart,Kaggle Getting Started,2020-01-23
755,307.84106,KaggleMart,Kaggle Getting Started,2020-01-24
756,307.33502,KaggleMart,Kaggle Getting Started,2020-01-25
757,306.8311,KaggleMart,Kaggle Getting Started,2020-01-26
758,306.30777,KaggleMart,Kaggle Getting Started,2020-01-27
759,305.78833,KaggleMart,Kaggle Getting Started,2020-01-28
760,305.30444,KaggleMart,Kaggle Getting Started,2020-01-29
761,304.77737,KaggleMart,Kaggle Getting Started,2020-01-30
762,303.99573,KaggleMart,Kaggle Getting Started,2020-01-31
763,303.20425,KaggleMart,Kaggle Getting Started,2020-02-01
764,302.80777,KaggleMart,Kaggle Getting Started,2020-02-02
765,302.3249,KaggleMart,Kaggle Getting Started,2020-02-03
766,301.8251,KaggleMart,Kaggle Getting Started,2020-02-04
767,301.30698,KaggleMart,Kaggle Getting Started,2020-02-05
768,300.7671,KaggleMart,Kaggle Getting Started,2020-02-06
769,300.214,KaggleMart,Kaggle Getting Started,2020-02-07
770,299.64148,KaggleMart,Kaggle Getting Started,2020-02-08
771,299.06122,KaggleMart,Kaggle Getting Started,2020-02-09
772,298.49634,KaggleMart,Kaggle Getting Started,2020-02-10
773,297.93045,KaggleMart,Kaggle Getting Started,2020-02-11
774,297.3854,KaggleMart,Kaggle Getting Started,2020-02-12
775,296.8449,KaggleMart,Kaggle Getting Started,2020-02-13
776,296.3226,KaggleMart,Kaggle Getting Started,2020-02-14
777,295.80728,KaggleMart,Kaggle Getting Started,2020-02-15
778,295.30908,KaggleMart,Kaggle Getting Started,2020-02-16
779,294.8184,KaggleMart,Kaggle Getting Started,2020-02-17
780,294.34436,KaggleMart,Kaggle Getting Started,2020-02-18
781,293.87543,KaggleMart,Kaggle Getting Started,2020-02-19
782,293.42053,KaggleMart,Kaggle Getting Started,2020-02-20
783,292.96902,KaggleMart,Kaggle Getting Started,2020-02-21
784,292.53116,KaggleMart,Kaggle Getting Started,2020-02-22
785,292.09787,KaggleMart,Kaggle Getting Started,2020-02-23
786,291.66934,KaggleMart,Kaggle Getting Started,2020-02-24
787,291.24353,KaggleMart,Kaggle Getting Started,2020-02-25
788,290.81805,KaggleMart,Kaggle Getting Started,2020-02-26
789,290.39218,KaggleMart,Kaggle Getting Started,2020-02-27
790,289.9667,KaggleMart,Kaggle Getting Started,2020-02-28
791,289.54184,KaggleMart,Kaggle Getting Started,2020-02-29
792,289.1116,KaggleMart,Kaggle Getting Started,2020-03-01
793,288.6521,KaggleMart,Kaggle Getting Started,2020-03-02
794,288.2638,KaggleMart,Kaggle Getting Started,2020-03-03
795,287.95517,KaggleMart,Kaggle Getting Started,2020-03-04
796,287.70212,KaggleMart,Kaggle Getting Started,2020-03-05
797,287.48425,KaggleMart,Kaggle Getting Started,2020-03-06
798,287.28986,KaggleMart,Kaggle Getting Started,2020-03-07
799,287.11194,KaggleMart,Kaggle Getting Started,2020-03-08
800,286.94617,KaggleMart,Kaggle Getting Started,2020-03-09
801,286.7902,KaggleMart,Kaggle Getting Started,2020-03-10
802,286.64255,KaggleMart,Kaggle Getting Started,2020-03-11
803,286.50305,KaggleMart,Kaggle Getting Started,2020-03-12
804,286.37268,KaggleMart,Kaggle Getting Started,2020-03-13
805,286.2518,KaggleMart,Kaggle Getting Started,2020-03-14
806,286.13992,KaggleMart,Kaggle Getting Started,2020-03-15
807,286.03683,KaggleMart,Kaggle Getting Started,2020-03-16
808,285.94153,KaggleMart,Kaggle Getting Started,2020-03-17
809,285.85477,KaggleMart,Kaggle Getting Started,2020-03-18
810,285.77432,KaggleMart,Kaggle Getting Started,2020-03-19
811,285.70038,KaggleMart,Kaggle Getting Started,2020-03-20
812,285.63184,KaggleMart,Kaggle Getting Started,2020-03-21
813,285.56882,KaggleMart,Kaggle Getting Started,2020-03-22
814,285.51157,KaggleMart,Kaggle Getting Started,2020-03-23
815,285.45743,KaggleMart,Kaggle Getting Started,2020-03-24
816,285.40674,KaggleMart,Kaggle Getting Started,2020-03-25
817,285.3594,KaggleMart,Kaggle Getting Started,2020-03-26
818,285.31436,KaggleMart,Kaggle Getting Started,2020-03-27
819,285.2713,KaggleMart,Kaggle Getting Started,2020-03-28
820,285.23035,KaggleMart,Kaggle Getting Started,2020-03-29
821,285.1911,KaggleMart,Kaggle Getting Started,2020-03-30
822,285.1532,KaggleMart,Kaggle Getting Started,2020-03-31
823,285.11584,KaggleMart,Kaggle Getting Started,2020-04-01
824,285.01218,KaggleMart,Kaggle Getting Started,2020-04-02
825,284.98654,KaggleMart,Kaggle Getting Started,2020-04-03
826,285.0452,KaggleMart,Kaggle Getting Started,2020-04-04
827,285.16394,KaggleMart,Kaggle Getting Started,2020-04-05
828,285.32434,KaggleMart,Kaggle Getting Started,2020-04-06
829,285.51373,KaggleMart,Kaggle Getting Started,2020-04-07
830,285.72363,KaggleMart,Kaggle Getting Started,2020-04-08
831,285.94824,KaggleMart,Kaggle Getting Started,2020-04-09
832,286.18365,KaggleMart,Kaggle Getting Started,2020-04-10
833,286.4273,KaggleMart,Kaggle Getting Started,2020-04-11
834,286.67706,KaggleMart,Kaggle Getting Started,2020-04-12
835,286.93195,KaggleMart,Kaggle Getting Started,2020-04-13
836,287.19147,KaggleMart,Kaggle Getting Started,2020-04-14
837,287.45508,KaggleMart,Kaggle Getting Started,2020-04-15
838,287.72244,KaggleMart,Kaggle Getting Started,2020-04-16
839,287.99283,KaggleMart,Kaggle Getting Started,2020-04-17
840,288.2665,KaggleMart,Kaggle Getting Started,2020-04-18
841,288.54312,KaggleMart,Kaggle Getting Started,2020-04-19
842,288.82272,KaggleMart,Kaggle Getting Started,2020-04-20
843,289.1104,KaggleMart,Kaggle Getting Started,2020-04-21
844,289.4065,KaggleMart,Kaggle Getting Started,2020-04-22
845,289.7109,KaggleMart,Kaggle Getting Started,2020-04-23
846,290.02313,KaggleMart,Kaggle Getting Started,2020-04-24
847,290.33902,KaggleMart,Kaggle Getting Started,2020-04-25
848,290.65952,KaggleMart,Kaggle Getting Started,2020-04-26
849,290.98492,KaggleMart,Kaggle Getting Started,2020-04-27
850,291.31494,KaggleMart,Kaggle Getting Started,2020-04-28
851,291.6487,KaggleMart,Kaggle Getting Started,2020-04-29
852,291.98648,KaggleMart,Kaggle Getting Started,2020-04-30
853,292.3286,KaggleMart,Kaggle Getting Started,2020-05-01
854,292.61478,KaggleMart,Kaggle Getting Started,2020-05-02
855,292.9291,KaggleMart,Kaggle Getting Started,2020-05-03
856,293.30927,KaggleMart,Kaggle Getting Started,2020-05-04
857,293.73383,KaggleMart,Kaggle Getting Started,2020-05-05
858,294.18057,KaggleMart,Kaggle Getting Started,2020-05-06
859,294.64102,KaggleMart,Kaggle Getting Started,2020-05-07
860,295.10922,KaggleMart,Kaggle Getting Started,2020-05-08
861,295.58112,KaggleMart,Kaggle Getting Started,2020-05-09
862,296.05563,KaggleMart,Kaggle Getting Started,2020-05-10
863,296.5317,KaggleMart,Kaggle Getting Started,2020-05-11
864,297.00885,KaggleMart,Kaggle Getting Started,2020-05-12
865,297.48553,KaggleMart,Kaggle Getting Started,2020-05-13
866,297.9612,KaggleMart,Kaggle Getting Started,2020-05-14
867,298.43793,KaggleMart,Kaggle Getting Started,2020-05-15
868,298.91354,KaggleMart,Kaggle Getting Started,2020-05-16
869,299.38916,KaggleMart,Kaggle Getting Started,2020-05-17
870,299.86377,KaggleMart,Kaggle Getting Started,2020-05-18
871,300.33646,KaggleMart,Kaggle Getting Started,2020-05-19
872,300.80695,KaggleMart,Kaggle Getting Started,2020-05-20
873,301.27493,KaggleMart,Kaggle Getting Started,2020-05-21
874,301.7404,KaggleMart,Kaggle Getting Started,2020-05-22
875,302.20514,KaggleMart,Kaggle Getting Started,2020-05-23
876,302.6666,KaggleMart,Kaggle Getting Started,2020-05-24
877,303.12772,KaggleMart,Kaggle Getting Started,2020-05-25
878,303.59213,KaggleMart,Kaggle Getting Started,2020-05-26
879,304.05692,KaggleMart,Kaggle Getting Started,2020-05-27
880,304.52072,KaggleMart,Kaggle Getting Started,2020-05-28
881,304.98355,KaggleMart,Kaggle Getting Started,2020-05-29
882,305.4455,KaggleMart,Kaggle Getting Started,2020-05-30
883,305.90616,KaggleMart,Kaggle Getting Started,2020-05-31
884,306.36694,KaggleMart,Kaggle Getting Started,2020-06-01
885,306.82245,KaggleMart,Kaggle Getting Started,2020-06-02
886,307.272,KaggleMart,Kaggle Getting Started,2020-06-03
887,307.7616,KaggleMart,Kaggle Getting Started,2020-06-04
888,308.27783,KaggleMart,Kaggle Getting Started,2020-06-05
889,308.80728,KaggleMart,Kaggle Getting Started,2020-06-06
890,309.34134,KaggleMart,Kaggle Getting Started,2020-06-07
891,309.87482,KaggleMart,Kaggle Getting Started,2020-06-08
892,310.4044,KaggleMart,Kaggle Getting Started,2020-06-09
893,310.92816,KaggleMart,Kaggle Getting Started,2020-06-10
894,311.44516,KaggleMart,Kaggle Getting Started,2020-06-11
895,311.9551,KaggleMart,Kaggle Getting Started,2020-06-12
896,312.45807,KaggleMart,Kaggle Getting Started,2020-06-13
897,312.95428,KaggleMart,Kaggle Getting Started,2020-06-14
898,313.44406,KaggleMart,Kaggle Getting Started,2020-06-15
899,313.9276,KaggleMart,Kaggle Getting Started,2020-06-16
900,314.40558,KaggleMart,Kaggle Getting Started,2020-06-17
901,314.87497,KaggleMart,Kaggle Getting Started,2020-06-18
902,315.34256,KaggleMart,Kaggle Getting Started,2020-06-19
903,315.80698,KaggleMart,Kaggle Getting Started,2020-06-20
904,316.2702,KaggleMart,Kaggle Getting Started,2020-06-21
905,316.72693,KaggleMart,Kaggle Getting Started,2020-06-22
906,317.1766,KaggleMart,Kaggle Getting Started,2020-06-23
907,317.62308,KaggleMart,Kaggle Getting Started,2020-06-24
908,318.06708,KaggleMart,Kaggle Getting Started,2020-06-25
909,318.50845,KaggleMart,Kaggle Getting Started,2020-06-26
910,318.9484,KaggleMart,Kaggle Getting Started,2020-06-27
911,319.3898,KaggleMart,Kaggle Getting Started,2020-06-28
912,319.82892,KaggleMart,Kaggle Getting Started,2020-06-29
913,320.26575,KaggleMart,Kaggle Getting Started,2020-06-30
914,320.70135,KaggleMart,Kaggle Getting Started,2020-07-01
915,321.15848,KaggleMart,Kaggle Getting Started,2020-07-02
916,321.59067,KaggleMart,Kaggle Getting Started,2020-07-03
917,322.05548,KaggleMart,Kaggle Getting Started,2020-07-04
918,322.54193,KaggleMart,Kaggle Getting Started,2020-07-05
919,323.03748,KaggleMart,Kaggle Getting Started,2020-07-06
920,323.53378,KaggleMart,Kaggle Getting Started,2020-07-07
921,324.0255,KaggleMart,Kaggle Getting Started,2020-07-08
922,324.50964,KaggleMart,Kaggle Getting Started,2020-07-09
923,324.98468,KaggleMart,Kaggle Getting Started,2020-07-10
924,325.44995,KaggleMart,Kaggle Getting Started,2020-07-11
925,325.90533,KaggleMart,Kaggle Getting Started,2020-07-12
926,326.35098,KaggleMart,Kaggle Getting Started,2020-07-13
927,326.78754,KaggleMart,Kaggle Getting Started,2020-07-14
928,327.21545,KaggleMart,Kaggle Getting Started,2020-07-15
929,327.6355,KaggleMart,Kaggle Getting Started,2020-07-16
930,328.0482,KaggleMart,Kaggle Getting Started,2020-07-17
931,328.45422,KaggleMart,Kaggle Getting Started,2020-07-18
932,328.85422,KaggleMart,Kaggle Getting Started,2020-07-19
933,329.24875,KaggleMart,Kaggle Getting Started,2020-07-20
934,329.6384,KaggleMart,Kaggle Getting Started,2020-07-21
935,330.02258,KaggleMart,Kaggle Getting Started,2020-07-22
936,330.40442,KaggleMart,Kaggle Getting Started,2020-07-23
937,330.77512,KaggleMart,Kaggle Getting Started,2020-07-24
938,331.14194,KaggleMart,Kaggle Getting Started,2020-07-25
939,331.50482,KaggleMart,Kaggle Getting Started,2020-07-26
940,331.86432,KaggleMart,Kaggle Getting Started,2020-07-27
941,332.22208,KaggleMart,Kaggle Getting Started,2020-07-28
942,332.57764,KaggleMart,Kaggle Getting Started,2020-07-29
943,332.92987,KaggleMart,Kaggle Getting Started,2020-07-30
944,333.27988,KaggleMart,Kaggle Getting Started,2020-07-31
945,333.62756,KaggleMart,Kaggle Getting Started,2020-08-01
946,334.0191,KaggleMart,Kaggle Getting Started,2020-08-02
947,334.36792,KaggleMart,Kaggle Getting Started,2020-08-03
948,334.74057,KaggleMart,Kaggle Getting Started,2020-08-04
949,335.12894,KaggleMart,Kaggle Getting Started,2020-08-05
950,335.52072,KaggleMart,Kaggle Getting Started,2020-08-06
951,335.90787,KaggleMart,Kaggle Getting Started,2020-08-07
952,336.2855,KaggleMart,Kaggle Getting Started,2020-08-08
953,336.65088,KaggleMart,Kaggle Getting Started,2020-08-09
954,337.0027,KaggleMart,Kaggle Getting Started,2020-08-10
955,337.34058,KaggleMart,Kaggle Getting Started,2020-08-11
956,337.6647,KaggleMart,Kaggle Getting Started,2020-08-12
957,337.97552,KaggleMart,Kaggle Getting Started,2020-08-13
958,338.27365,KaggleMart,Kaggle Getting Started,2020-08-14
959,338.5599,KaggleMart,Kaggle Getting Started,2020-08-15
960,338.83505,KaggleMart,Kaggle Getting Started,2020-08-16
961,339.09982,KaggleMart,Kaggle Getting Started,2020-08-17
962,339.35504,KaggleMart,Kaggle Getting Started,2020-08-18
963,339.6014,KaggleMart,Kaggle Getting Started,2020-08-19
964,339.8397,KaggleMart,Kaggle Getting Started,2020-08-20
965,340.07065,KaggleMart,Kaggle Getting Started,2020-08-21
966,340.29498,KaggleMart,Kaggle Getting Started,2020-08-22
967,340.5132,KaggleMart,Kaggle Getting Started,2020-08-23
968,340.72665,KaggleMart,Kaggle Getting Started,2020-08-24
969,340.92612,KaggleMart,Kaggle Getting Started,2020-08-25
970,341.12048,KaggleMart,Kaggle Getting Started,2020-08-26
971,341.31052,KaggleMart,Kaggle Getting Started,2020-08-27
972,341.4959,KaggleMart,Kaggle Getting Started,2020-08-28
973,341.67593,KaggleMart,Kaggle Getting Started,2020-08-29
974,341.85086,KaggleMart,Kaggle Getting Started,2020-08-30
975,342.02167,KaggleMart,Kaggle Getting Started,2020-08-31
976,342.18762,KaggleMart,Kaggle Getting Started,2020-09-01
977,342.4156,KaggleMart,Kaggle Getting Started,2020-09-02
978,342.58548,KaggleMart,Kaggle Getting Started,2020-09-03
979,342.77026,KaggleMart,Kaggle Getting Started,2020-09-04
980,342.96423,KaggleMart,Kaggle Getting Started,2020-09-05
981,343.15564,KaggleMart,Kaggle Getting Started,2020-09-06
982,343.33676,KaggleMart,Kaggle Getting Started,2020-09-07
983,343.50314,KaggleMart,Kaggle Getting Started,2020-09-08
984,343.65244,KaggleMart,Kaggle Getting Started,2020-09-09
985,343.78372,KaggleMart,Kaggle Getting Started,2020-09-10
986,343.89703,KaggleMart,Kaggle Getting Started,2020-09-11
987,343.99277,KaggleMart,Kaggle Getting Started,2020-09-12
988,344.0718,KaggleMart,Kaggle Getting Started,2020-09-13
989,344.1351,KaggleMart,Kaggle Getting Started,2020-09-14
990,344.1836,KaggleMart,Kaggle Getting Started,2020-09-15
991,344.21832,KaggleMart,Kaggle Getting Started,2020-09-16
992,344.24033,KaggleMart,Kaggle Getting Started,2020-09-17
993,344.25052,KaggleMart,Kaggle Getting Started,2020-09-18
994,344.24988,KaggleMart,Kaggle Getting Started,2020-09-19
995,344.23938,KaggleMart,Kaggle Getting Started,2020-09-20
996,344.21988,KaggleMart,Kaggle Getting Started,2020-09-21
997,344.19238,KaggleMart,Kaggle Getting Started,2020-09-22
998,344.1577,KaggleMart,Kaggle Getting Started,2020-09-23
999,344.1173,KaggleMart,Kaggle Getting Started,2020-09-24
1000,344.07214,KaggleMart,Kaggle Getting Started,2020-09-25
1001,344.01367,KaggleMart,Kaggle Getting Started,2020-09-26
1002,343.94983,KaggleMart,Kaggle Getting Started,2020-09-27
1003,343.8814,KaggleMart,Kaggle Getting Started,2020-09-28
1004,343.8079,KaggleMart,Kaggle Getting Started,2020-09-29
1005,343.72787,KaggleMart,Kaggle Getting Started,2020-09-30
1006,343.64398,KaggleMart,Kaggle Getting Started,2020-10-01
1007,343.62668,KaggleMart,Kaggle Getting Started,2020-10-02
1008,343.54736,KaggleMart,Kaggle Getting Started,2020-10-03
1009,343.47812,KaggleMart,Kaggle Getting Started,2020-10-04
1010,343.4145,KaggleMart,Kaggle Getting Started,2020-10-05
1011,343.34543,KaggleMart,Kaggle Getting Started,2020-10-06
1012,343.26355,KaggleMart,Kaggle Getting Started,2020-10-07
1013,343.16498,KaggleMart,Kaggle Getting Started,2020-10-08
1014,343.0479,KaggleMart,Kaggle Getting Started,2020-10-09
1015,342.91183,KaggleMart,Kaggle Getting Started,2020-10-10
1016,342.75726,KaggleMart,Kaggle Getting Started,2020-10-11
1017,342.58502,KaggleMart,Kaggle Getting Started,2020-10-12
1018,342.3964,KaggleMart,Kaggle Getting Started,2020-10-13
1019,342.19257,KaggleMart,Kaggle Getting Started,2020-10-14
1020,341.9749,KaggleMart,Kaggle Getting Started,2020-10-15
1021,341.74472,KaggleMart,Kaggle Getting Started,2020-10-16
1022,341.50327,KaggleMart,Kaggle Getting Started,2020-10-17
1023,341.25174,KaggleMart,Kaggle Getting Started,2020-10-18
1024,340.99136,KaggleMart,Kaggle Getting Started,2020-10-19
1025,340.72327,KaggleMart,Kaggle Getting Started,2020-10-20
1026,340.44858,KaggleMart,Kaggle Getting Started,2020-10-21
1027,340.16837,KaggleMart,Kaggle Getting Started,2020-10-22
1028,339.88373,KaggleMart,Kaggle Getting Started,2020-10-23
1029,339.5959,KaggleMart,Kaggle Getting Started,2020-10-24
1030,339.30713,KaggleMart,Kaggle Getting Started,2020-10-25
1031,339.01306,KaggleMart,Kaggle Getting Started,2020-10-26
1032,338.71378,KaggleMart,Kaggle Getting Started,2020-10-27
1033,338.41342,KaggleMart,Kaggle Getting Started,2020-10-28
1034,338.11264,KaggleMart,Kaggle Getting Started,2020-10-29
1035,337.80997,KaggleMart,Kaggle Getting Started,2020-10-30
1036,337.50604,KaggleMart,Kaggle Getting Started,2020-10-31
1037,337.20148,KaggleMart,Kaggle Getting Started,2020-11-01
1038,336.97882,KaggleMart,Kaggle Getting Started,2020-11-02
1039,336.6865,KaggleMart,Kaggle Getting Started,2020-11-03
1040,336.40683,KaggleMart,Kaggle Getting Started,2020-11-04
1041,336.13568,KaggleMart,Kaggle Getting Started,2020-11-05
1042,335.862,KaggleMart,Kaggle Getting Started,2020-11-06
1043,335.57886,KaggleMart,Kaggle Getting Started,2020-11-07
1044,335.28265,KaggleMart,Kaggle Getting Started,2020-11-08
1045,334.97177,KaggleMart,Kaggle Getting Started,2020-11-09
1046,334.64624,KaggleMart,Kaggle Getting Started,2020-11-10
1047,334.30652,KaggleMart,Kaggle Getting Started,2020-11-11
1048,333.95386,KaggleMart,Kaggle Getting Started,2020-11-12
1049,333.58963,KaggleMart,Kaggle Getting Started,2020-11-13
1050,333.21527,KaggleMart,Kaggle Getting Started,2020-11-14
1051,332.8322,KaggleMart,Kaggle Getting Started,2020-11-15
1052,332.4419,KaggleMart,Kaggle Getting Started,2020-11-16
1053,332.0457,KaggleMart,Kaggle Getting Started,2020-11-17
1054,331.6448,KaggleMart,Kaggle Getting Started,2020-11-18
1055,331.24045,KaggleMart,Kaggle Getting Started,2020-11-19
1056,330.8338,KaggleMart,Kaggle Getting Started,2020-11-20
1057,330.4259,KaggleMart,Kaggle Getting Started,2020-11-21
1058,330.01788,KaggleMart,Kaggle Getting Started,2020-11-22
1059,329.61075,KaggleMart,Kaggle Getting Started,2020-11-23
1060,329.20596,KaggleMart,Kaggle Getting Started,2020-11-24
1061,328.80484,KaggleMart,Kaggle Getting Started,2020-11-25
1062,328.40723,KaggleMart,Kaggle Getting Started,2020-11-26
1063,328.0071,KaggleMart,Kaggle Getting Started,2020-11-27
1064,327.61316,KaggleMart,Kaggle Getting Started,2020-11-28
1065,327.2244,KaggleMart,Kaggle Getting Started,2020-11-29
1066,326.84064,KaggleMart,Kaggle Getting Started,2020-11-30
1067,326.45834,KaggleMart,Kaggle Getting Started,2020-12-01
1068,326.15866,KaggleMart,Kaggle Getting Started,2020-12-02
1069,325.79297,KaggleMart,Kaggle Getting Started,2020-12-03
1070,325.44464,KaggleMart,Kaggle Getting Started,2020-12-04
1071,325.10837,KaggleMart,Kaggle Getting Started,2020-12-05
1072,324.7733,KaggleMart,Kaggle Getting Started,2020-12-06
1073,324.4326,KaggleMart,Kaggle Getting Started,2020-12-07
1074,324.0828,KaggleMart,Kaggle Getting Started,2020-12-08
1075,323.72247,KaggleMart,Kaggle Getting Started,2020-12-09
1076,323.35153,KaggleMart,Kaggle Getting Started,2020-12-10
1077,322.97076,KaggleMart,Kaggle Getting Started,2020-12-11
1078,322.58127,KaggleMart,Kaggle Getting Started,2020-12-12
1079,322.18445,KaggleMart,Kaggle Getting Started,2020-12-13
1080,321.78177,KaggleMart,Kaggle Getting Started,2020-12-14
1081,321.37466,KaggleMart,Kaggle Getting Started,2020-12-15
1082,320.9645,KaggleMart,Kaggle Getting Started,2020-12-16
1083,320.5525,KaggleMart,Kaggle Getting Started,2020-12-17
1084,320.13995,KaggleMart,Kaggle Getting Started,2020-12-18
1085,319.72797,KaggleMart,Kaggle Getting Started,2020-12-19
1086,319.31754,KaggleMart,Kaggle Getting Started,2020-12-20
1087,318.90952,KaggleMart,Kaggle Getting Started,2020-12-21
1088,318.50497,KaggleMart,Kaggle Getting Started,2020-12-22
1089,318.10483,KaggleMart,Kaggle Getting Started,2020-12-23
1090,317.71045,KaggleMart,Kaggle Getting Started,2020-12-24
1091,317.32434,KaggleMart,Kaggle Getting Started,2020-12-25
1092,316.94586,KaggleMart,Kaggle Getting Started,2020-12-26
1093,316.57468,KaggleMart,Kaggle Getting Started,2020-12-27
1094,316.20648,KaggleMart,Kaggle Getting Started,2020-12-28
1095,315.84854,KaggleMart,Kaggle Getting Started,2020-12-29
1096,315.50113,KaggleMart,Kaggle Getting Started,2020-12-30
1097,315.16437,KaggleMart,Kaggle Getting Started,2020-12-31
1098,268.76465,KaggleMart,Kaggle Recipe Book,2020-01-01
1099,268.05246,KaggleMart,Kaggle Recipe Book,2020-01-02
1100,268.20566,KaggleMart,Kaggle Recipe Book,2020-01-03
1101,268.49655,KaggleMart,Kaggle Recipe Book,2020-01-04
1102,268.81396,KaggleMart,Kaggle Recipe Book,2020-01-05
1103,269.1155,KaggleMart,Kaggle Recipe Book,2020-01-06
1104,269.38208,KaggleMart,Kaggle Recipe Book,2020-01-07
1105,269.60468,KaggleMart,Kaggle Recipe Book,2020-01-08
1106,269.78333,KaggleMart,Kaggle Recipe Book,2020-01-09
1107,269.91837,KaggleMart,Kaggle Recipe Book,2020-01-10
1108,270.01352,KaggleMart,Kaggle Recipe Book,2020-01-11
1109,270.07358,KaggleMart,Kaggle Recipe Book,2020-01-12
1110,270.10022,KaggleMart,Kaggle Recipe Book,2020-01-13
1111,270.0921,KaggleMart,Kaggle Recipe Book,2020-01-14
1112,270.06287,KaggleMart,Kaggle Recipe Book,2020-01-15
1113,270.0174,KaggleMart,Kaggle Recipe Book,2020-01-16
1114,269.94995,KaggleMart,Kaggle Recipe Book,2020-01-17
