0,mark_,prod_,country_,date_
4720,-30.269417,KaggleMart,Kaggle Getting Started,France,2020-11-24
4721,-33.327206,KaggleMart,Kaggle Getting Started,France,2020-11-25
4722,-22.882486,KaggleMart,Kaggle Getting Started,France,2020-11-26
4723,-10.118801,KaggleMart,Kaggle Getting Started,France,2020-11-27
4724,12.446655,KaggleMart,Kaggle Getting Started,France,2020-11-28
4725,26.491682,KaggleMart,Kaggle Getting Started,France,2020-11-29
4726,-22.280542,KaggleMart,Kaggle Getting Started,France,2020-11-30
4727,-25.5628,KaggleMart,Kaggle Getting Started,France,2020-12-01
4728,-50.430134,KaggleMart,Kaggle Getting Started,France,2020-12-02
4729,-12.99898,KaggleMart,Kaggle Getting Started,France,2020-12-03
4730,-0.71396273,KaggleMart,Kaggle Getting Started,France,2020-12-04
4731,25.106373,KaggleMart,Kaggle Getting Started,France,2020-12-05
4732,47.375256,KaggleMart,Kaggle Getting Started,France,2020-12-06
4733,-10.878837,KaggleMart,Kaggle Getting Started,France,2020-12-07
4734,-10.786485,KaggleMart,Kaggle Getting Started,France,2020-12-08
4735,-51.48631,KaggleMart,Kaggle Getting Started,France,2020-12-09
4736,-39.95432,KaggleMart,Kaggle Getting Started,France,2020-12-10
4737,-18.002686,KaggleMart,Kaggle Getting Started,France,2020-12-11
4738,11.573043,KaggleMart,Kaggle Getting Started,France,2020-12-12
4739,36.039234,KaggleMart,Kaggle Getting Started,France,2020-12-13
4740,-17.22751,KaggleMart,Kaggle Getting Started,France,2020-12-14
4741,-18.430944,KaggleMart,Kaggle Getting Started,France,2020-12-15
4742,-43.01126,KaggleMart,Kaggle Getting Started,France,2020-12-16
4743,-41.90388,KaggleMart,Kaggle Getting Started,France,2020-12-17
4744,-10.48083,KaggleMart,Kaggle Getting Started,France,2020-12-18
4745,18.164145,KaggleMart,Kaggle Getting Started,France,2020-12-19
4746,43.92876,KaggleMart,Kaggle Getting Started,France,2020-12-20
4747,-16.898485,KaggleMart,Kaggle Getting Started,France,2020-12-21
4748,-34.182144,KaggleMart,Kaggle Getting Started,France,2020-12-22
4749,-36.463078,KaggleMart,Kaggle Getting Started,France,2020-12-23
4750,-28.897232,KaggleMart,Kaggle Getting Started,France,2020-12-24
4751,-11.276065,KaggleMart,Kaggle Getting Started,France,2020-12-25
4752,14.719055,KaggleMart,Kaggle Getting Started,France,2020-12-26
4753,31.101202,KaggleMart,Kaggle Getting Started,France,2020-12-27
4754,-21.25806,KaggleMart,Kaggle Getting Started,France,2020-12-28
4755,-29.979176,KaggleMart,Kaggle Getting Started,France,2020-12-29
4756,-36.51577,KaggleMart,Kaggle Getting Started,France,2020-12-30
4757,-29.235239,KaggleMart,Kaggle Getting Started,France,2020-12-31
4758,-19.292295,KaggleMart,Kaggle Getting Started,Italy,2020-01-01
4759,-1.2415924,KaggleMart,Kaggle Getting Started,Italy,2020-01-02
4760,29.296791,KaggleMart,Kaggle Getting Started,Italy,2020-01-03
4761,67.20789,KaggleMart,Kaggle Getting Started,Italy,2020-01-04
4762,49.914997,KaggleMart,Kaggle Getting Started,Italy,2020-01-05
4763,-3.7668898,KaggleMart,Kaggle Getting Started,Italy,2020-01-06
4764,-11.730741,KaggleMart,Kaggle Getting Started,Italy,2020-01-07
4765,-19.555687,KaggleMart,Kaggle Getting Started,Italy,2020-01-08
4766,-14.86112,KaggleMart,Kaggle Getting Started,Italy,2020-01-09
4767,6.571291,KaggleMart,Kaggle Getting Started,Italy,2020-01-10
4768,43.921104,KaggleMart,Kaggle Getting Started,Italy,2020-01-11
4769,39.099365,KaggleMart,Kaggle Getting Started,Italy,2020-01-12
4770,-6.1918054,KaggleMart,Kaggle Getting Started,Italy,2020-01-13
4771,-21.226583,KaggleMart,Kaggle Getting Started,Italy,2020-01-14
4772,-32.57802,KaggleMart,Kaggle Getting Started,Italy,2020-01-15
4773,-30.7469,KaggleMart,Kaggle Getting Started,Italy,2020-01-16
4774,-16.527042,KaggleMart,Kaggle Getting Started,Italy,2020-01-17
4775,10.119967,KaggleMart,Kaggle Getting Started,Italy,2020-01-18
4776,23.670328,KaggleMart,Kaggle Getting Started,Italy,2020-01-19
4777,-13.517809,KaggleMart,Kaggle Getting Started,Italy,2020-01-20
4778,-21.981005,KaggleMart,Kaggle Getting Started,Italy,2020-01-21
4779,-31.261787,KaggleMart,Kaggle Getting Started,Italy,2020-01-22
4780,-30.19495,KaggleMart,Kaggle Getting Started,Italy,2020-01-23
4781,-18.771683,KaggleMart,Kaggle Getting Started,Italy,2020-01-24
4782,-2.6569421,KaggleMart,Kaggle Getting Started,Italy,2020-01-25
4783,12.609634,KaggleMart,Kaggle Getting Started,Italy,2020-01-26
4784,-20.613409,KaggleMart,Kaggle Getting Started,Italy,2020-01-27
4785,-14.5260515,KaggleMart,Kaggle Getting Started,Italy,2020-01-28
4786,-24.973618,KaggleMart,Kaggle Getting Started,Italy,2020-01-29
4787,-24.139141,KaggleMart,Kaggle Getting Started,Italy,2020-01-30
4788,-13.108893,KaggleMart,Kaggle Getting Started,Italy,2020-01-31
4789,2.8467371,KaggleMart,Kaggle Getting Started,Italy,2020-02-01
4790,15.283678,KaggleMart,Kaggle Getting Started,Italy,2020-02-02
4791,-18.712387,KaggleMart,Kaggle Getting Started,Italy,2020-02-03
4792,-12.336434,KaggleMart,Kaggle Getting Started,Italy,2020-02-04
4793,-13.05144,KaggleMart,Kaggle Getting Started,Italy,2020-02-05
4794,-4.841196,KaggleMart,Kaggle Getting Started,Italy,2020-02-06
4795,20.19757,KaggleMart,Kaggle Getting Started,Italy,2020-02-07
4796,53.418434,KaggleMart,Kaggle Getting Started,Italy,2020-02-08
4797,41.16495,KaggleMart,Kaggle Getting Started,Italy,2020-02-09
4798,-10.672618,KaggleMart,Kaggle Getting Started,Italy,2020-02-10
4799,-21.795473,KaggleMart,Kaggle Getting Started,Italy,2020-02-11
4800,-30.863039,KaggleMart,Kaggle Getting Started,Italy,2020-02-12
4801,-27.04998,KaggleMart,Kaggle Getting Started,Italy,2020-02-13
4802,-8.802751,KaggleMart,Kaggle Getting Started,Italy,2020-02-14
4803,15.559584,KaggleMart,Kaggle Getting Started,Italy,2020-02-15
4804,20.433403,KaggleMart,Kaggle Getting Started,Italy,2020-02-16
4805,-22.258749,KaggleMart,Kaggle Getting Started,Italy,2020-02-17
4806,-22.818886,KaggleMart,Kaggle Getting Started,Italy,2020-02-18
4807,-31.58029,KaggleMart,Kaggle Getting Started,Italy,2020-02-19
4808,-29.828495,KaggleMart,Kaggle Getting Started,Italy,2020-02-20
4809,-17.603394,KaggleMart,Kaggle Getting Started,Italy,2020-02-21
4810,2.8140059,KaggleMart,Kaggle Getting Started,Italy,2020-02-22
4811,13.332137,KaggleMart,Kaggle Getting Started,Italy,2020-02-23
4812,-28.013403,KaggleMart,Kaggle Getting Started,Italy,2020-02-24
4813,-14.6104765,KaggleMart,Kaggle Getting Started,Italy,2020-02-25
4814,-24.014528,KaggleMart,Kaggle Getting Started,Italy,2020-02-26
4815,-23.146788,KaggleMart,Kaggle Getting Started,Italy,2020-02-27
4816,-11.601067,KaggleMart,Kaggle Getting Started,Italy,2020-02-28
4817,4.6570454,KaggleMart,Kaggle Getting Started,Italy,2020-02-29
4818,19.590824,KaggleMart,Kaggle Getting Started,Italy,2020-03-01
4819,-18.057926,KaggleMart,Kaggle Getting Started,Italy,2020-03-02
4820,-9.503751,KaggleMart,Kaggle Getting Started,Italy,2020-03-03
4821,-5.022475,KaggleMart,Kaggle Getting Started,Italy,2020-03-04
4822,6.1160073,KaggleMart,Kaggle Getting Started,Italy,2020-03-05
4823,23.717766,KaggleMart,Kaggle Getting Started,Italy,2020-03-06
4824,47.61686,KaggleMart,Kaggle Getting Started,Italy,2020-03-07
4825,32.413673,KaggleMart,Kaggle Getting Started,Italy,2020-03-08
4826,-16.447485,KaggleMart,Kaggle Getting Started,Italy,2020-03-09
4827,-24.64325,KaggleMart,Kaggle Getting Started,Italy,2020-03-10
4828,-32.721165,KaggleMart,Kaggle Getting Started,Italy,2020-03-11
4829,-27.746313,KaggleMart,Kaggle Getting Started,Italy,2020-03-12
4830,-19.425465,KaggleMart,Kaggle Getting Started,Italy,2020-03-13
4831,-6.3546677,KaggleMart,Kaggle Getting Started,Italy,2020-03-14
4832,3.4494052,KaggleMart,Kaggle Getting Started,Italy,2020-03-15
4833,-34.527855,KaggleMart,Kaggle Getting Started,Italy,2020-03-16
4834,-24.94624,KaggleMart,Kaggle Getting Started,Italy,2020-03-17
4835,-30.641169,KaggleMart,Kaggle Getting Started,Italy,2020-03-18
4836,-28.482859,KaggleMart,Kaggle Getting Started,Italy,2020-03-19
4837,-15.249331,KaggleMart,Kaggle Getting Started,Italy,2020-03-20
4838,-7.5146112,KaggleMart,Kaggle Getting Started,Italy,2020-03-21
4839,-0.5984264,KaggleMart,Kaggle Getting Started,Italy,2020-03-22
4840,-45.965378,KaggleMart,Kaggle Getting Started,Italy,2020-03-23
4841,-15.876021,KaggleMart,Kaggle Getting Started,Italy,2020-03-24
4842,-21.74896,KaggleMart,Kaggle Getting Started,Italy,2020-03-25
4843,-20.361921,KaggleMart,Kaggle Getting Started,Italy,2020-03-26
4844,-8.777659,KaggleMart,Kaggle Getting Started,Italy,2020-03-27
4845,7.8837614,KaggleMart,Kaggle Getting Started,Italy,2020-03-28
4846,21.533154,KaggleMart,Kaggle Getting Started,Italy,2020-03-29
4847,-28.173113,KaggleMart,Kaggle Getting Started,Italy,2020-03-30
4848,-7.113154,KaggleMart,Kaggle Getting Started,Italy,2020-03-31
4849,-14.621363,KaggleMart,Kaggle Getting Started,Italy,2020-04-01
4850,5.477609,KaggleMart,Kaggle Getting Started,Italy,2020-04-02
4851,25.725052,KaggleMart,Kaggle Getting Started,Italy,2020-04-03
4852,50.9816,KaggleMart,Kaggle Getting Started,Italy,2020-04-04
4853,35.69602,KaggleMart,Kaggle Getting Started,Italy,2020-04-05
4854,-15.792562,KaggleMart,Kaggle Getting Started,Italy,2020-04-06
4855,-17.25585,KaggleMart,Kaggle Getting Started,Italy,2020-04-07
4856,-25.414345,KaggleMart,Kaggle Getting Started,Italy,2020-04-08
4857,-28.046741,KaggleMart,Kaggle Getting Started,Italy,2020-04-09
4858,-24.3861,KaggleMart,Kaggle Getting Started,Italy,2020-04-10
4859,-14.760209,KaggleMart,Kaggle Getting Started,Italy,2020-04-11
4860,-0.8915032,KaggleMart,Kaggle Getting Started,Italy,2020-04-12
4861,-37.242756,KaggleMart,Kaggle Getting Started,Italy,2020-04-13
4862,-31.932442,KaggleMart,Kaggle Getting Started,Italy,2020-04-14
4863,-34.47163,KaggleMart,Kaggle Getting Started,Italy,2020-04-15
4864,-30.700788,KaggleMart,Kaggle Getting Started,Italy,2020-04-16
4865,-32.59125,KaggleMart,Kaggle Getting Started,Italy,2020-04-17
4866,-35.328793,KaggleMart,Kaggle Getting Started,Italy,2020-04-18
4867,-34.079872,KaggleMart,Kaggle Getting Started,Italy,2020-04-19
4868,-62.00561,KaggleMart,Kaggle Getting Started,Italy,2020-04-20
4869,-24.105179,KaggleMart,Kaggle Getting Started,Italy,2020-04-21
4870,-23.13375,KaggleMart,Kaggle Getting Started,Italy,2020-04-22
4871,-20.7119,KaggleMart,Kaggle Getting Started,Italy,2020-04-23
4872,-8.235366,KaggleMart,Kaggle Getting Started,Italy,2020-04-24
4873,-2.6055632,KaggleMart,Kaggle Getting Started,Italy,2020-04-25
4874,-4.2710333,KaggleMart,Kaggle Getting Started,Italy,2020-04-26
4875,-46.10316,KaggleMart,Kaggle Getting Started,Italy,2020-04-27
4876,-10.624905,KaggleMart,Kaggle Getting Started,Italy,2020-04-28
4877,-14.290301,KaggleMart,Kaggle Getting Started,Italy,2020-04-29
4878,-11.613816,KaggleMart,Kaggle Getting Started,Italy,2020-04-30
4879,-1.6538036,KaggleMart,Kaggle Getting Started,Italy,2020-05-01
4880,22.463581,KaggleMart,Kaggle Getting Started,Italy,2020-05-02
4881,24.931475,KaggleMart,Kaggle Getting Started,Italy,2020-05-03
4882,-19.675287,KaggleMart,Kaggle Getting Started,Italy,2020-05-04
4883,-17.169277,KaggleMart,Kaggle Getting Started,Italy,2020-05-05
4884,-18.849634,KaggleMart,Kaggle Getting Started,Italy,2020-05-06
4885,-24.5609,KaggleMart,Kaggle Getting Started,Italy,2020-05-07
4886,-26.87354,KaggleMart,Kaggle Getting Started,Italy,2020-05-08
4887,-23.012774,KaggleMart,Kaggle Getting Started,Italy,2020-05-09
4888,-13.560369,KaggleMart,Kaggle Getting Started,Italy,2020-05-10
4889,-44.88572,KaggleMart,Kaggle Getting Started,Italy,2020-05-11
4890,-39.819027,KaggleMart,Kaggle Getting Started,Italy,2020-05-12
4891,-39.312172,KaggleMart,Kaggle Getting Started,Italy,2020-05-13
4892,-46.549465,KaggleMart,Kaggle Getting Started,Italy,2020-05-14
4893,-50.779278,KaggleMart,Kaggle Getting Started,Italy,2020-05-15
4894,-51.22801,KaggleMart,Kaggle Getting Started,Italy,2020-05-16
4895,-49.28388,KaggleMart,Kaggle Getting Started,Italy,2020-05-17
4896,-64.41365,KaggleMart,Kaggle Getting Started,Italy,2020-05-18
4897,-31.040827,KaggleMart,Kaggle Getting Started,Italy,2020-05-19
4898,-25.495491,KaggleMart,Kaggle Getting Started,Italy,2020-05-20
4899,-20.739698,KaggleMart,Kaggle Getting Started,Italy,2020-05-21
4900,-20.679165,KaggleMart,Kaggle Getting Started,Italy,2020-05-22
4901,-26.183662,KaggleMart,Kaggle Getting Started,Italy,2020-05-23
4902,-30.929415,KaggleMart,Kaggle Getting Started,Italy,2020-05-24
4903,-50.16174,KaggleMart,Kaggle Getting Started,Italy,2020-05-25
4904,-14.992734,KaggleMart,Kaggle Getting Started,Italy,2020-05-26
4905,-14.210987,KaggleMart,Kaggle Getting Started,Italy,2020-05-27
4906,-10.572131,KaggleMart,Kaggle Getting Started,Italy,2020-05-28
4907,-0.13812685,KaggleMart,Kaggle Getting Started,Italy,2020-05-29
4908,9.0245,KaggleMart,Kaggle Getting Started,Italy,2020-05-30
4909,8.621731,KaggleMart,Kaggle Getting Started,Italy,2020-05-31
4910,-29.144234,KaggleMart,Kaggle Getting Started,Italy,2020-06-01
4911,-21.107939,KaggleMart,Kaggle Getting Started,Italy,2020-06-02
4912,-16.56856,KaggleMart,Kaggle Getting Started,Italy,2020-06-03
4913,-13.075732,KaggleMart,Kaggle Getting Started,Italy,2020-06-04
4914,-12.199578,KaggleMart,Kaggle Getting Started,Italy,2020-06-05
4915,-9.927636,KaggleMart,Kaggle Getting Started,Italy,2020-06-06
4916,-3.9375963,KaggleMart,Kaggle Getting Started,Italy,2020-06-07
4917,-40.85083,KaggleMart,Kaggle Getting Started,Italy,2020-06-08
4918,-38.646137,KaggleMart,Kaggle Getting Started,Italy,2020-06-09
4919,-50.682777,KaggleMart,Kaggle Getting Started,Italy,2020-06-10
4920,-61.080593,KaggleMart,Kaggle Getting Started,Italy,2020-06-11
4921,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-06-12
4922,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-06-13
4923,-64.31392,KaggleMart,Kaggle Getting Started,Italy,2020-06-14
4924,-68.65685,KaggleMart,Kaggle Getting Started,Italy,2020-06-15
4925,-40.865875,KaggleMart,Kaggle Getting Started,Italy,2020-06-16
4926,-33.298397,KaggleMart,Kaggle Getting Started,Italy,2020-06-17
4927,-38.440205,KaggleMart,Kaggle Getting Started,Italy,2020-06-18
4928,-47.304424,KaggleMart,Kaggle Getting Started,Italy,2020-06-19
4929,-51.69327,KaggleMart,Kaggle Getting Started,Italy,2020-06-20
4930,-51.594604,KaggleMart,Kaggle Getting Started,Italy,2020-06-21
4931,-54.397507,KaggleMart,Kaggle Getting Started,Italy,2020-06-22
4932,-23.44681,KaggleMart,Kaggle Getting Started,Italy,2020-06-23
4933,-17.665344,KaggleMart,Kaggle Getting Started,Italy,2020-06-24
4934,-11.843233,KaggleMart,Kaggle Getting Started,Italy,2020-06-25
4935,-12.187937,KaggleMart,Kaggle Getting Started,Italy,2020-06-26
4936,-18.217571,KaggleMart,Kaggle Getting Started,Italy,2020-06-27
4937,-27.683693,KaggleMart,Kaggle Getting Started,Italy,2020-06-28
4938,-40.816902,KaggleMart,Kaggle Getting Started,Italy,2020-06-29
4939,-8.2772255,KaggleMart,Kaggle Getting Started,Italy,2020-06-30
4940,-6.704349,KaggleMart,Kaggle Getting Started,Italy,2020-07-01
4941,1.4310235,KaggleMart,Kaggle Getting Started,Italy,2020-07-02
4942,8.541325,KaggleMart,Kaggle Getting Started,Italy,2020-07-03
4943,13.102417,KaggleMart,Kaggle Getting Started,Italy,2020-07-04
4944,13.752027,KaggleMart,Kaggle Getting Started,Italy,2020-07-05
4945,-33.064667,KaggleMart,Kaggle Getting Started,Italy,2020-07-06
4946,-36.07545,KaggleMart,Kaggle Getting Started,Italy,2020-07-07
4947,-48.24263,KaggleMart,Kaggle Getting Started,Italy,2020-07-08
4948,-62.21855,KaggleMart,Kaggle Getting Started,Italy,2020-07-09
4949,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-07-10
4950,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-07-11
4951,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-07-12
4952,-67.5288,KaggleMart,Kaggle Getting Started,Italy,2020-07-13
4953,-45.264885,KaggleMart,Kaggle Getting Started,Italy,2020-07-14
4954,-50.058548,KaggleMart,Kaggle Getting Started,Italy,2020-07-15
4955,-55.738834,KaggleMart,Kaggle Getting Started,Italy,2020-07-16
4956,-62.731434,KaggleMart,Kaggle Getting Started,Italy,2020-07-17
4957,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-07-18
4958,-65.74045,KaggleMart,Kaggle Getting Started,Italy,2020-07-19
4959,-63.87585,KaggleMart,Kaggle Getting Started,Italy,2020-07-20
4960,-32.674805,KaggleMart,Kaggle Getting Started,Italy,2020-07-21
4961,-22.342072,KaggleMart,Kaggle Getting Started,Italy,2020-07-22
4962,-24.218946,KaggleMart,Kaggle Getting Started,Italy,2020-07-23
4963,-35.660385,KaggleMart,Kaggle Getting Started,Italy,2020-07-24
4964,-45.02752,KaggleMart,Kaggle Getting Started,Italy,2020-07-25
4965,-49.842297,KaggleMart,Kaggle Getting Started,Italy,2020-07-26
4966,-49.931004,KaggleMart,Kaggle Getting Started,Italy,2020-07-27
4967,-15.32089,KaggleMart,Kaggle Getting Started,Italy,2020-07-28
4968,-8.157352,KaggleMart,Kaggle Getting Started,Italy,2020-07-29
4969,-1.3914243,KaggleMart,Kaggle Getting Started,Italy,2020-07-30
4970,0.7681516,KaggleMart,Kaggle Getting Started,Italy,2020-07-31
4971,-4.0383425,KaggleMart,Kaggle Getting Started,Italy,2020-08-01
4972,6.1035223,KaggleMart,Kaggle Getting Started,Italy,2020-08-02
4973,-29.470253,KaggleMart,Kaggle Getting Started,Italy,2020-08-03
4974,-27.165705,KaggleMart,Kaggle Getting Started,Italy,2020-08-04
4975,-32.331738,KaggleMart,Kaggle Getting Started,Italy,2020-08-05
4976,-44.82838,KaggleMart,Kaggle Getting Started,Italy,2020-08-06
4977,-60.538868,KaggleMart,Kaggle Getting Started,Italy,2020-08-07
4978,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-08-08
4979,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-08-09
4980,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-08-10
4981,-39.20532,KaggleMart,Kaggle Getting Started,Italy,2020-08-11
4982,-50.422672,KaggleMart,Kaggle Getting Started,Italy,2020-08-12
4983,-60.098625,KaggleMart,Kaggle Getting Started,Italy,2020-08-13
4984,-64.310165,KaggleMart,Kaggle Getting Started,Italy,2020-08-14
4985,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-08-15
4986,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-08-16
4987,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-08-17
4988,-40.115574,KaggleMart,Kaggle Getting Started,Italy,2020-08-18
4989,-43.38023,KaggleMart,Kaggle Getting Started,Italy,2020-08-19
4990,-51.289413,KaggleMart,Kaggle Getting Started,Italy,2020-08-20
4991,-58.082222,KaggleMart,Kaggle Getting Started,Italy,2020-08-21
4992,-64.59106,KaggleMart,Kaggle Getting Started,Italy,2020-08-22
4993,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-08-23
4994,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-08-24
4995,-25.373783,KaggleMart,Kaggle Getting Started,Italy,2020-08-25
4996,-14.0695,KaggleMart,Kaggle Getting Started,Italy,2020-08-26
4997,-14.404662,KaggleMart,Kaggle Getting Started,Italy,2020-08-27
4998,-25.184893,KaggleMart,Kaggle Getting Started,Italy,2020-08-28
4999,-39.422813,KaggleMart,Kaggle Getting Started,Italy,2020-08-29
5000,-47.262066,KaggleMart,Kaggle Getting Started,Italy,2020-08-30
5001,-51.25679,KaggleMart,Kaggle Getting Started,Italy,2020-08-31
5002,-10.572064,KaggleMart,Kaggle Getting Started,Italy,2020-09-01
5003,-9.595892,KaggleMart,Kaggle Getting Started,Italy,2020-09-02
5004,-13.225532,KaggleMart,Kaggle Getting Started,Italy,2020-09-03
5005,-21.075348,KaggleMart,Kaggle Getting Started,Italy,2020-09-04
5006,-34.390465,KaggleMart,Kaggle Getting Started,Italy,2020-09-05
5007,-48.339825,KaggleMart,Kaggle Getting Started,Italy,2020-09-06
5008,-64.19868,KaggleMart,Kaggle Getting Started,Italy,2020-09-07
5009,-32.30842,KaggleMart,Kaggle Getting Started,Italy,2020-09-08
5010,-41.483902,KaggleMart,Kaggle Getting Started,Italy,2020-09-09
5011,-54.08713,KaggleMart,Kaggle Getting Started,Italy,2020-09-10
5012,-65.11357,KaggleMart,Kaggle Getting Started,Italy,2020-09-11
5013,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-09-12
5014,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-09-13
5015,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-09-14
5016,-41.86088,KaggleMart,Kaggle Getting Started,Italy,2020-09-15
5017,-50.940575,KaggleMart,Kaggle Getting Started,Italy,2020-09-16
5018,-54.995293,KaggleMart,Kaggle Getting Started,Italy,2020-09-17
5019,-61.201115,KaggleMart,Kaggle Getting Started,Italy,2020-09-18
5020,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-09-19
5021,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-09-20
5022,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-09-21
5023,-34.33041,KaggleMart,Kaggle Getting Started,Italy,2020-09-22
5024,-36.13692,KaggleMart,Kaggle Getting Started,Italy,2020-09-23
5025,-44.714153,KaggleMart,Kaggle Getting Started,Italy,2020-09-24
5026,-53.42718,KaggleMart,Kaggle Getting Started,Italy,2020-09-25
5027,-60.20372,KaggleMart,Kaggle Getting Started,Italy,2020-09-26
5028,-65.2007,KaggleMart,Kaggle Getting Started,Italy,2020-09-27
5029,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-09-28
5030,-18.38481,KaggleMart,Kaggle Getting Started,Italy,2020-09-29
5031,-5.795882,KaggleMart,Kaggle Getting Started,Italy,2020-09-30
5032,-4.444992,KaggleMart,Kaggle Getting Started,Italy,2020-10-01
5033,-1.9006664,KaggleMart,Kaggle Getting Started,Italy,2020-10-02
5034,-5.820621,KaggleMart,Kaggle Getting Started,Italy,2020-10-03
5035,-16.779682,KaggleMart,Kaggle Getting Started,Italy,2020-10-04
5036,-48.012436,KaggleMart,Kaggle Getting Started,Italy,2020-10-05
5037,-25.71704,KaggleMart,Kaggle Getting Started,Italy,2020-10-06
5038,-31.314999,KaggleMart,Kaggle Getting Started,Italy,2020-10-07
5039,-42.701332,KaggleMart,Kaggle Getting Started,Italy,2020-10-08
5040,-57.441147,KaggleMart,Kaggle Getting Started,Italy,2020-10-09
5041,-65.63573,KaggleMart,Kaggle Getting Started,Italy,2020-10-10
5042,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-10-11
5043,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-10-12
5044,-35.591343,KaggleMart,Kaggle Getting Started,Italy,2020-10-13
5045,-45.87501,KaggleMart,Kaggle Getting Started,Italy,2020-10-14
5046,-58.356747,KaggleMart,Kaggle Getting Started,Italy,2020-10-15
5047,-61.489117,KaggleMart,Kaggle Getting Started,Italy,2020-10-16
5048,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-10-17
5049,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-10-18
5050,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-10-19
5051,-41.19549,KaggleMart,Kaggle Getting Started,Italy,2020-10-20
5052,-44.66806,KaggleMart,Kaggle Getting Started,Italy,2020-10-21
5053,-49.51402,KaggleMart,Kaggle Getting Started,Italy,2020-10-22
5054,-55.197235,KaggleMart,Kaggle Getting Started,Italy,2020-10-23
5055,-62.28285,KaggleMart,Kaggle Getting Started,Italy,2020-10-24
5056,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-10-25
5057,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-10-26
5058,-26.188469,KaggleMart,Kaggle Getting Started,Italy,2020-10-27
5059,-23.93907,KaggleMart,Kaggle Getting Started,Italy,2020-10-28
5060,-30.214067,KaggleMart,Kaggle Getting Started,Italy,2020-10-29
5061,-42.70031,KaggleMart,Kaggle Getting Started,Italy,2020-10-30
5062,-53.699886,KaggleMart,Kaggle Getting Started,Italy,2020-10-31
5063,-61.65282,KaggleMart,Kaggle Getting Started,Italy,2020-11-01
5064,-49.737537,KaggleMart,Kaggle Getting Started,Italy,2020-11-02
5065,-18.45648,KaggleMart,Kaggle Getting Started,Italy,2020-11-03
5066,-19.17365,KaggleMart,Kaggle Getting Started,Italy,2020-11-04
5067,-28.840147,KaggleMart,Kaggle Getting Started,Italy,2020-11-05
5068,-40.66188,KaggleMart,Kaggle Getting Started,Italy,2020-11-06
5069,-53.394344,KaggleMart,Kaggle Getting Started,Italy,2020-11-07
5070,-62.349197,KaggleMart,Kaggle Getting Started,Italy,2020-11-08
5071,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-11-09
5072,-28.212238,KaggleMart,Kaggle Getting Started,Italy,2020-11-10
5073,-36.05018,KaggleMart,Kaggle Getting Started,Italy,2020-11-11
5074,-48.402824,KaggleMart,Kaggle Getting Started,Italy,2020-11-12
5075,-60.76422,KaggleMart,Kaggle Getting Started,Italy,2020-11-13
5076,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-11-14
5077,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-11-15
5078,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-11-16
5079,-38.75267,KaggleMart,Kaggle Getting Started,Italy,2020-11-17
5080,-48.61274,KaggleMart,Kaggle Getting Started,Italy,2020-11-18
5081,-53.127438,KaggleMart,Kaggle Getting Started,Italy,2020-11-19
5082,-58.57376,KaggleMart,Kaggle Getting Started,Italy,2020-11-20
5083,-63.039555,KaggleMart,Kaggle Getting Started,Italy,2020-11-21
5084,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-11-22
5085,-65.780556,KaggleMart,Kaggle Getting Started,Italy,2020-11-23
5086,-36.1674,KaggleMart,Kaggle Getting Started,Italy,2020-11-24
5087,-37.552628,KaggleMart,Kaggle Getting Started,Italy,2020-11-25
5088,-45.34326,KaggleMart,Kaggle Getting Started,Italy,2020-11-26
5089,-50.250748,KaggleMart,Kaggle Getting Started,Italy,2020-11-27
